x,y,z,target,amplitude,timestamp
51.4327171538,75.5882219614,68.7936732599,1,7.31439002592e-05,1560998180.16
52.8595533169,74.5185652998,68.7203733312,1,6.97347270902e-05,1560998182.64
51.4239564017,76.1924853044,68.2320376674,1,7.16978040057e-05,1560998185.12
50.2284755497,76.7025842161,68.5696350893,1,7.64071428009e-05,1560998187.58
48.8091471609,76.0811889938,68.5751112819,1,7.0049622844e-05,1560998190.05
49.7659320299,76.5846741398,68.8178593374,1,7.37164226475e-05,1560998192.52
50.5805600677,76.1139121861,68.5117622049,1,6.82599258761e-05,1560998194.99
51.3570770735,75.3994718708,69.3857904376,1,7.8082179684e-05,1560998197.45
48.9015202724,77.0246393363,68.7362889162,1,7.78595683583e-05,1560998199.92
49.0487778499,75.5661433927,70.5682365408,1,7.65182702594e-05,1560998202.39
49.6627381229,76.0448945514,68.9407242399,1,7.48552710344e-05,1560998204.86
49.9906975833,77.034063969,67.9523300313,1,7.00121541577e-05,1560998207.34
51.2402208049,74.6763631834,69.0556856507,1,7.3109401326e-05,1560998209.81
50.4478918946,75.1912595831,70.4967204397,1,7.36842883481e-05,1560998212.28
52.2233496446,77.241061629,66.2977047392,1,7.69227079828e-05,1560998214.75
50.4232035695,75.7734809672,68.7478632843,1,7.24558901974e-05,1560998217.22
50.1721151915,76.488779853,67.6577293318,1,8.18243086698e-05,1560998219.68
50.1761645792,74.929920632,70.5888966095,1,7.59118902136e-05,1560998222.16
50.4354081506,75.6630548347,68.940084042,1,7.15775708822e-05,1560998224.64
50.4498967774,75.161220471,70.5442487193,1,7.20224517867e-05,1560998227.11
49.8908183509,74.9225070342,69.5659037235,1,7.3544112986e-05,1560998229.57
50.9003152696,74.8040542479,69.097704907,1,7.38997571423e-05,1560998232.04
50.0114319053,76.1075799629,68.9152616649,1,7.43553899093e-05,1560998234.51
49.4696944447,74.3368905678,71.5574199991,1,6.87513449717e-05,1560998236.99
48.6840763921,75.7259973963,70.9419054674,1,7.91889091594e-05,1560998239.45
47.726707807,77.6784557734,68.7265457965,1,7.30336298572e-05,1560998241.92
50.1738030105,76.0682614771,68.4601700174,1,7.01445468745e-05,1560998244.4
49.1662584003,76.9839501679,68.40600378,1,7.43079871868e-05,1560998246.87
50.1352238078,76.5217725945,68.2439004907,1,7.68744997295e-05,1560998249.38
50.0845343999,76.6856500849,68.3728211234,1,7.8216380764e-05,1560998252.0
49.498981248,75.7118638775,68.8931069547,1,7.92954406875e-05,1560998254.61
50.8340092654,74.5420984912,71.0457969911,1,6.86629425812e-05,1560998257.24
48.8429313457,75.6002631318,70.6582532792,1,6.99572427869e-05,1560998259.85
50.8394335798,74.5715950668,69.5047440757,1,7.39969193163e-05,1560998262.46
52.3858436631,76.786728023,66.5364144023,1,7.34155649858e-05,1560998265.09
52.6620441269,74.5845157898,68.9062514353,1,7.34646291493e-05,1560998267.7
48.3781588205,77.401947616,68.0954322391,1,7.35587609851e-05,1560998270.31
50.5604385715,77.0140903529,67.7493865205,1,8.12367920253e-05,1560998272.92
49.684145403,75.3648139883,70.4667093266,1,7.57488347588e-05,1560998275.53
48.7784783396,76.7462177559,68.823614331,1,7.36958725848e-05,1560998278.15
49.3059985345,76.3734260766,68.1611563286,1,6.95523039779e-05,1560998280.76
49.1307544378,75.6601251627,69.5592764771,1,7.39412667353e-05,1560998283.37
38.7638342897,-107.675098906,2.95903620715,1,7.26792446296e-05,1560998286.0
49.1359909454,75.4535223789,70.922664155,1,7.50089334043e-05,1560998288.62
51.4559355324,76.693403168,67.547512991,1,6.76036889424e-05,1560998291.24
48.1849454231,76.8027957784,68.472068604,1,7.20423195495e-05,1560998293.86
49.5441512142,75.8856660453,68.8139490901,1,7.23331119942e-05,1560998296.47
40.6327804846,74.5480718563,75.1939564339,1,7.28818263446e-05,1560998299.08
47.4085785322,77.4564993535,68.438255207,1,7.40838863817e-05,1560998301.69
50.7954506633,73.7199574502,72.2572145417,1,6.90828338161e-05,1560998304.31
50.8078222052,75.4052443076,69.1124487534,1,7.05577817594e-05,1560998306.92
50.7141844442,76.3220744207,68.7982808405,1,7.17836322351e-05,1560998309.54
49.5520876523,75.2406000036,70.7917687562,1,6.73951098183e-05,1560998312.16
50.10406759,75.9639520517,68.3551198423,1,6.74767207379e-05,1560998314.78
52.4022404054,76.8869077921,66.5531480947,1,7.49701037191e-05,1560998317.39
49.7454660725,76.9274978987,67.4858858801,1,7.31481649619e-05,1560998320.0
48.4624340111,76.3852978366,68.8163903201,1,7.51698968664e-05,1560998322.61
50.2798949954,76.7696691061,68.1178868064,1,7.42044816835e-05,1560998325.22
49.3200199632,77.1339629023,68.0013084523,1,7.34018101103e-05,1560998327.83
50.8877009991,75.496647724,68.9965594581,1,7.50168361342e-05,1560998330.46
50.2067187204,75.5236633456,68.3842556391,1,7.10297492908e-05,1560998333.07
50.2860584722,75.0502199948,70.7966786161,1,7.07013105049e-05,1560998335.68
50.0097284517,75.8485749712,69.0570182949,1,7.11603590303e-05,1560998338.31
49.6365140041,76.4245622222,67.7706149869,1,7.4757034537e-05,1560998340.92
49.1427003684,76.6860031364,68.4980152597,1,7.81433006483e-05,1560998343.53
52.1706647464,77.4035431931,66.0697837512,1,7.34786912279e-05,1560998346.17
53.3813047663,76.6411407645,68.1454678121,1,7.60814725983e-05,1560998348.79
